Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Imports,2020,Tobacco and tobacco manufactures (12),Canada,0.0,False,12,Consumer Goods,CAN
Value of Imports,2020,Tobacco and tobacco manufactures (12),Switzerland,0.0,False,12,Consumer Goods,CHE
Value of Imports,2020,Tobacco and tobacco manufactures (12),China,318.0,False,12,Consumer Goods,CHN
Value of Imports,2020,Tobacco and tobacco manufactures (12),Cyprus,,True,12,Consumer Goods,CYP
Value of Imports,2020,Tobacco and tobacco manufactures (12),Czech Republic,,True,12,Consumer Goods,CZE
Value of Imports,2020,Tobacco and tobacco manufactures (12),Germany,4014.0,False,12,Consumer Goods,DEU
Value of Imports,2020,Tobacco and tobacco manufactures (12),Denmark,83.0,False,12,Consumer Goods,DNK
Value of Imports,2020,Tobacco and tobacco manufactures (12),Estonia,,True,12,Consumer Goods,EST
Value of Imports,2020,Tobacco and tobacco manufactures (12),Spain,78.0,False,12,Consumer Goods,ESP
Value of Imports,2020,Tobacco and tobacco manufactures (12),Finland,,True,12,Consumer Goods,FIN
Value of Imports,2020,Tobacco and tobacco manufactures (12),France,33.0,False,12,Consumer Goods,FRA
Value of Imports,2020,Tobacco and tobacco manufactures (12),Greece,,True,12,Consumer Goods,GRC
Value of Imports,2020,Tobacco and tobacco manufactures (12),Croatia,316.0,False,12,Consumer Goods,HRV
Value of Imports,2020,Tobacco and tobacco manufactures (12),Hungary,170.0,False,12,Consumer Goods,HUN
Value of Imports,2020,Tobacco and tobacco manufactures (12),India,187.0,False,12,Consumer Goods,IND
Value of Imports,2020,Tobacco and tobacco manufactures (12),Italy,,True,12,Consumer Goods,ITA
Value of Imports,2020,Tobacco and tobacco manufactures (12),Japan,,True,12,Consumer Goods,JPN
Value of Imports,2020,Tobacco and tobacco manufactures (12),South Korea,,True,12,Consumer Goods,KOR
Value of Imports,2020,Tobacco and tobacco manufactures (12),Lithuania,3468.0,False,12,Consumer Goods,LTU
Value of Imports,2020,Tobacco and tobacco manufactures (12),Luxembourg,,True,12,Consumer Goods,LUX
Value of Imports,2020,Tobacco and tobacco manufactures (12),Latvia,,True,12,Consumer Goods,LVA
Value of Imports,2020,Tobacco and tobacco manufactures (12),Malta,,True,12,Consumer Goods,MLT
Value of Imports,2020,Tobacco and tobacco manufactures (12),Mexico,,True,12,Consumer Goods,MEX
Value of Imports,2020,Tobacco and tobacco manufactures (12),Malaysia,,True,12,Consumer Goods,MYS
Value of Imports,2020,Tobacco and tobacco manufactures (12),Netherlands,6144.0,False,12,Consumer Goods,NLD
Value of Imports,2020,Tobacco and tobacco manufactures (12),Norway,0.0,False,12,Consumer Goods,NOR
Value of Imports,2020,Tobacco and tobacco manufactures (12),Poland,34916.0,False,12,Consumer Goods,POL
Value of Imports,2020,Tobacco and tobacco manufactures (12),Portugal,,True,12,Consumer Goods,PRT
Value of Imports,2020,Tobacco and tobacco manufactures (12),Romania,2822.0,False,12,Consumer Goods,ROU
Value of Imports,2020,Tobacco and tobacco manufactures (12),Russia,0.0,False,12,Consumer Goods,RUS
Value of Imports,2020,Tobacco and tobacco manufactures (12),Saudi Arabia,,True,12,Consumer Goods,SAU
Value of Imports,2020,Tobacco and tobacco manufactures (12),Sweden,245.0,False,12,Consumer Goods,SWE
Value of Imports,2020,Tobacco and tobacco manufactures (12),Singapore,,True,12,Consumer Goods,SGP
Value of Imports,2020,Tobacco and tobacco manufactures (12),Slovenia,,True,12,Consumer Goods,SVN
Value of Imports,2020,Tobacco and tobacco manufactures (12),Slovakia,33.0,False,12,Consumer Goods,SVK
Value of Imports,2020,Tobacco and tobacco manufactures (12),Thailand,,True,12,Consumer Goods,THA
Value of Imports,2020,Tobacco and tobacco manufactures (12),Turkey,,True,12,Consumer Goods,TUR
Value of Imports,2020,Tobacco and tobacco manufactures (12),Taiwan,,True,12,Consumer Goods,TWN
Value of Imports,2020,Tobacco and tobacco manufactures (12),USA,3.0,False,12,Consumer Goods,USA
Value of Imports,2020,Tobacco and tobacco manufactures (12),Great Britain,19245.0,False,12,Consumer Goods,GBR
Value of Imports,2020,Tobacco and tobacco manufactures (12),Northern Ireland,0.0,False,12,Consumer Goods,GBR
Value of Imports,2020,Tobacco and tobacco manufactures (12),South Africa,,True,12,Consumer Goods,ZAF
Value of Imports,2020,Tobacco and tobacco manufactures (12),EU country not specified,,True,12,Consumer Goods,EUU
Value of Imports,2020,Tobacco and tobacco manufactures (12),Other countries,596.0,False,12,Consumer Goods,OTH
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Austria,,True,21,Raw Materials,AUT
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Australia,,True,21,Raw Materials,AUS
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Belgium,,True,21,Raw Materials,BEL
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Bulgaria,,True,21,Raw Materials,BGR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Brazil,,True,21,Raw Materials,BRA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Canada,13.0,False,21,Raw Materials,CAN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Switzerland,,True,21,Raw Materials,CHE
Value of Imports,2020,"Hides, skins and furskins, raw (21)",China,0.0,False,21,Raw Materials,CHN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Cyprus,,True,21,Raw Materials,CYP
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Czech Republic,,True,21,Raw Materials,CZE
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Germany,36.0,False,21,Raw Materials,DEU
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Denmark,,True,21,Raw Materials,DNK
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Estonia,,True,21,Raw Materials,EST
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Spain,,True,21,Raw Materials,ESP
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Finland,,True,21,Raw Materials,FIN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",France,,True,21,Raw Materials,FRA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Greece,,True,21,Raw Materials,GRC
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Croatia,,True,21,Raw Materials,HRV
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Hungary,,True,21,Raw Materials,HUN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",India,,True,21,Raw Materials,IND
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Italy,0.0,False,21,Raw Materials,ITA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Japan,,True,21,Raw Materials,JPN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",South Korea,,True,21,Raw Materials,KOR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Lithuania,,True,21,Raw Materials,LTU
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Luxembourg,,True,21,Raw Materials,LUX
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Latvia,,True,21,Raw Materials,LVA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Malta,,True,21,Raw Materials,MLT
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Mexico,,True,21,Raw Materials,MEX
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Malaysia,,True,21,Raw Materials,MYS
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Netherlands,4.0,False,21,Raw Materials,NLD
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Norway,,True,21,Raw Materials,NOR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Poland,,True,21,Raw Materials,POL
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Portugal,,True,21,Raw Materials,PRT
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Romania,,True,21,Raw Materials,ROU
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Russia,,True,21,Raw Materials,RUS
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Saudi Arabia,,True,21,Raw Materials,SAU
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Sweden,,True,21,Raw Materials,SWE
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Singapore,,True,21,Raw Materials,SGP
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Slovenia,,True,21,Raw Materials,SVN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Slovakia,,True,21,Raw Materials,SVK
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Thailand,,True,21,Raw Materials,THA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Turkey,,True,21,Raw Materials,TUR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Taiwan,,True,21,Raw Materials,TWN
Value of Imports,2020,"Hides, skins and furskins, raw (21)",USA,,True,21,Raw Materials,USA
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Great Britain,160.0,False,21,Raw Materials,GBR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Northern Ireland,52.0,False,21,Raw Materials,GBR
Value of Imports,2020,"Hides, skins and furskins, raw (21)",South Africa,,True,21,Raw Materials,ZAF
Value of Imports,2020,"Hides, skins and furskins, raw (21)",EU country not specified,,True,21,Raw Materials,EUU
Value of Imports,2020,"Hides, skins and furskins, raw (21)",Other countries,1.0,False,21,Raw Materials,OTH
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Austria,22.0,False,22,Raw Materials,AUT
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Australia,,True,22,Raw Materials,AUS
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Belgium,653.0,False,22,Raw Materials,BEL
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Bulgaria,267.0,False,22,Raw Materials,BGR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Brazil,0.0,False,22,Raw Materials,BRA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Canada,2258.0,False,22,Raw Materials,CAN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Switzerland,0.0,False,22,Raw Materials,CHE
Value of Imports,2020,Oilseeds and oleaginous fruit (22),China,1502.0,False,22,Raw Materials,CHN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Cyprus,,True,22,Raw Materials,CYP
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Czech Republic,,True,22,Raw Materials,CZE
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Germany,702.0,False,22,Raw Materials,DEU
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Denmark,130.0,False,22,Raw Materials,DNK
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Estonia,,True,22,Raw Materials,EST
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Spain,6.0,False,22,Raw Materials,ESP
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Finland,,True,22,Raw Materials,FIN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),France,1030.0,False,22,Raw Materials,FRA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Greece,10.0,False,22,Raw Materials,GRC
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Croatia,,True,22,Raw Materials,HRV
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Hungary,0.0,False,22,Raw Materials,HUN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),India,920.0,False,22,Raw Materials,IND
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Italy,2.0,False,22,Raw Materials,ITA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Japan,0.0,False,22,Raw Materials,JPN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),South Korea,0.0,False,22,Raw Materials,KOR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Lithuania,,True,22,Raw Materials,LTU
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Luxembourg,,True,22,Raw Materials,LUX
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Latvia,,True,22,Raw Materials,LVA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Malta,,True,22,Raw Materials,MLT
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Mexico,0.0,False,22,Raw Materials,MEX
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Malaysia,0.0,False,22,Raw Materials,MYS
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Netherlands,725.0,False,22,Raw Materials,NLD
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Norway,,True,22,Raw Materials,NOR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Poland,101.0,False,22,Raw Materials,POL
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Portugal,2.0,False,22,Raw Materials,PRT
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Romania,,True,22,Raw Materials,ROU
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Russia,65.0,False,22,Raw Materials,RUS
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Saudi Arabia,0.0,False,22,Raw Materials,SAU
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Sweden,,True,22,Raw Materials,SWE
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Singapore,1.0,False,22,Raw Materials,SGP
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Slovenia,,True,22,Raw Materials,SVN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Slovakia,,True,22,Raw Materials,SVK
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Thailand,7.0,False,22,Raw Materials,THA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Turkey,202.0,False,22,Raw Materials,TUR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Taiwan,0.0,False,22,Raw Materials,TWN
Value of Imports,2020,Oilseeds and oleaginous fruit (22),USA,830.0,False,22,Raw Materials,USA
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Great Britain,10172.0,False,22,Raw Materials,GBR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Northern Ireland,3145.0,False,22,Raw Materials,GBR
Value of Imports,2020,Oilseeds and oleaginous fruit (22),South Africa,,True,22,Raw Materials,ZAF
Value of Imports,2020,Oilseeds and oleaginous fruit (22),EU country not specified,,True,22,Raw Materials,EUU
Value of Imports,2020,Oilseeds and oleaginous fruit (22),Other countries,1151.0,False,22,Raw Materials,OTH
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Austria,,True,23,Raw Materials,AUT
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Australia,,True,23,Raw Materials,AUS
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Belgium,339.0,False,23,Raw Materials,BEL
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Bulgaria,,True,23,Raw Materials,BGR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Brazil,,True,23,Raw Materials,BRA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Canada,20.0,False,23,Raw Materials,CAN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Switzerland,,True,23,Raw Materials,CHE
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",China,275.0,False,23,Raw Materials,CHN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Cyprus,,True,23,Raw Materials,CYP
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Czech Republic,6.0,False,23,Raw Materials,CZE
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Germany,1260.0,False,23,Raw Materials,DEU
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Denmark,10.0,False,23,Raw Materials,DNK
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Estonia,,True,23,Raw Materials,EST
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Spain,1490.0,False,23,Raw Materials,ESP
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Finland,,True,23,Raw Materials,FIN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",France,166.0,False,23,Raw Materials,FRA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Greece,,True,23,Raw Materials,GRC
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Croatia,,True,23,Raw Materials,HRV
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Hungary,,True,23,Raw Materials,HUN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",India,,True,23,Raw Materials,IND
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Italy,100.0,False,23,Raw Materials,ITA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Japan,9.0,False,23,Raw Materials,JPN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",South Korea,357.0,False,23,Raw Materials,KOR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Lithuania,,True,23,Raw Materials,LTU
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Luxembourg,,True,23,Raw Materials,LUX
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Latvia,,True,23,Raw Materials,LVA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Malta,,True,23,Raw Materials,MLT
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Mexico,5.0,False,23,Raw Materials,MEX
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Malaysia,12.0,False,23,Raw Materials,MYS
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Netherlands,942.0,False,23,Raw Materials,NLD
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Norway,,True,23,Raw Materials,NOR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Poland,12.0,False,23,Raw Materials,POL
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Portugal,,True,23,Raw Materials,PRT
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Romania,0.0,False,23,Raw Materials,ROU
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Russia,706.0,False,23,Raw Materials,RUS
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Saudi Arabia,,True,23,Raw Materials,SAU
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Sweden,2.0,False,23,Raw Materials,SWE
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Singapore,,True,23,Raw Materials,SGP
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Slovenia,,True,23,Raw Materials,SVN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Slovakia,,True,23,Raw Materials,SVK
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Thailand,6.0,False,23,Raw Materials,THA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Turkey,20.0,False,23,Raw Materials,TUR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Taiwan,,True,23,Raw Materials,TWN
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",USA,1257.0,False,23,Raw Materials,USA
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Great Britain,1879.0,False,23,Raw Materials,GBR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Northern Ireland,58.0,False,23,Raw Materials,GBR
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",South Africa,,True,23,Raw Materials,ZAF
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",EU country not specified,,True,23,Raw Materials,EUU
Value of Imports,2020,"Crude rubber, including synthetic and reclaimed rubber (23)",Other countries,133.0,False,23,Raw Materials,OTH
Value of Imports,2020,Cork and wood (24),Austria,110.0,False,24,Raw Materials,AUT
Value of Imports,2020,Cork and wood (24),Australia,2356.0,False,24,Raw Materials,AUS
Value of Imports,2020,Cork and wood (24),Belgium,6485.0,False,24,Raw Materials,BEL
Value of Imports,2020,Cork and wood (24),Bulgaria,582.0,False,24,Raw Materials,BGR
Value of Imports,2020,Cork and wood (24),Brazil,1960.0,False,24,Raw Materials,BRA
Value of Imports,2020,Cork and wood (24),Canada,2233.0,False,24,Raw Materials,CAN
Value of Imports,2020,Cork and wood (24),Switzerland,1.0,False,24,Raw Materials,CHE
Value of Imports,2020,Cork and wood (24),China,540.0,False,24,Raw Materials,CHN
Value of Imports,2020,Cork and wood (24),Cyprus,,True,24,Raw Materials,CYP
Value of Imports,2020,Cork and wood (24),Czech Republic,39.0,False,24,Raw Materials,CZE
Value of Imports,2020,Cork and wood (24),Germany,10623.0,False,24,Raw Materials,DEU
Value of Imports,2020,Cork and wood (24),Denmark,1599.0,False,24,Raw Materials,DNK
Value of Imports,2020,Cork and wood (24),Estonia,1503.0,False,24,Raw Materials,EST
Value of Imports,2020,Cork and wood (24),Spain,400.0,False,24,Raw Materials,ESP
Value of Imports,2020,Cork and wood (24),Finland,11518.0,False,24,Raw Materials,FIN
Value of Imports,2020,Cork and wood (24),France,146.0,False,24,Raw Materials,FRA
Value of Imports,2020,Cork and wood (24),Greece,,True,24,Raw Materials,GRC
Value of Imports,2020,Cork and wood (24),Croatia,44.0,False,24,Raw Materials,HRV
Value of Imports,2020,Cork and wood (24),Hungary,,True,24,Raw Materials,HUN
Value of Imports,2020,Cork and wood (24),India,4.0,False,24,Raw Materials,IND
Value of Imports,2020,Cork and wood (24),Italy,606.0,False,24,Raw Materials,ITA
Value of Imports,2020,Cork and wood (24),Japan,4.0,False,24,Raw Materials,JPN
Value of Imports,2020,Cork and wood (24),South Korea,0.0,False,24,Raw Materials,KOR
Value of Imports,2020,Cork and wood (24),Lithuania,2049.0,False,24,Raw Materials,LTU
Value of Imports,2020,Cork and wood (24),Luxembourg,,True,24,Raw Materials,LUX
Value of Imports,2020,Cork and wood (24),Latvia,11493.0,False,24,Raw Materials,LVA
Value of Imports,2020,Cork and wood (24),Malta,,True,24,Raw Materials,MLT
Value of Imports,2020,Cork and wood (24),Mexico,,True,24,Raw Materials,MEX
Value of Imports,2020,Cork and wood (24),Malaysia,153.0,False,24,Raw Materials,MYS
Value of Imports,2020,Cork and wood (24),Netherlands,20268.0,False,24,Raw Materials,NLD
Value of Imports,2020,Cork and wood (24),Norway,,True,24,Raw Materials,NOR
Value of Imports,2020,Cork and wood (24),Poland,4793.0,False,24,Raw Materials,POL
Value of Imports,2020,Cork and wood (24),Portugal,1109.0,False,24,Raw Materials,PRT
Value of Imports,2020,Cork and wood (24),Romania,1359.0,False,24,Raw Materials,ROU
Value of Imports,2020,Cork and wood (24),Russia,9204.0,False,24,Raw Materials,RUS
Value of Imports,2020,Cork and wood (24),Saudi Arabia,442.0,False,24,Raw Materials,SAU
Value of Imports,2020,Cork and wood (24),Sweden,19174.0,False,24,Raw Materials,SWE
Value of Imports,2020,Cork and wood (24),Singapore,,True,24,Raw Materials,SGP
Value of Imports,2020,Cork and wood (24),Slovenia,81.0,False,24,Raw Materials,SVN
Value of Imports,2020,Cork and wood (24),Slovakia,394.0,False,24,Raw Materials,SVK
Value of Imports,2020,Cork and wood (24),Thailand,96.0,False,24,Raw Materials,THA
Value of Imports,2020,Cork and wood (24),Turkey,26.0,False,24,Raw Materials,TUR
Value of Imports,2020,Cork and wood (24),Taiwan,0.0,False,24,Raw Materials,TWN
Value of Imports,2020,Cork and wood (24),USA,8132.0,False,24,Raw Materials,USA
Value of Imports,2020,Cork and wood (24),Great Britain,33317.0,False,24,Raw Materials,GBR
Value of Imports,2020,Cork and wood (24),Northern Ireland,30492.0,False,24,Raw Materials,GBR
Value of Imports,2020,Cork and wood (24),South Africa,845.0,False,24,Raw Materials,ZAF
Value of Imports,2020,Cork and wood (24),EU country not specified,,True,24,Raw Materials,EUU
Value of Imports,2020,Cork and wood (24),Other countries,9594.0,False,24,Raw Materials,OTH
Value of Imports,2020,Pulp and waste paper (25),Austria,11007.0,False,25,Raw Materials,AUT
Value of Imports,2020,Pulp and waste paper (25),Australia,,True,25,Raw Materials,AUS
Value of Imports,2020,Pulp and waste paper (25),Belgium,158.0,False,25,Raw Materials,BEL
Value of Imports,2020,Pulp and waste paper (25),Bulgaria,,True,25,Raw Materials,BGR
Value of Imports,2020,Pulp and waste paper (25),Brazil,427.0,False,25,Raw Materials,BRA
Value of Imports,2020,Pulp and waste paper (25),Canada,10586.0,False,25,Raw Materials,CAN
Value of Imports,2020,Pulp and waste paper (25),Switzerland,,True,25,Raw Materials,CHE
Value of Imports,2020,Pulp and waste paper (25),China,19.0,False,25,Raw Materials,CHN
Value of Imports,2020,Pulp and waste paper (25),Cyprus,,True,25,Raw Materials,CYP
Value of Imports,2020,Pulp and waste paper (25),Czech Republic,,True,25,Raw Materials,CZE
Value of Imports,2020,Pulp and waste paper (25),Germany,461.0,False,25,Raw Materials,DEU
Value of Imports,2020,Pulp and waste paper (25),Denmark,1954.0,False,25,Raw Materials,DNK
Value of Imports,2020,Pulp and waste paper (25),Estonia,,True,25,Raw Materials,EST
Value of Imports,2020,Pulp and waste paper (25),Spain,116.0,False,25,Raw Materials,ESP
Value of Imports,2020,Pulp and waste paper (25),Finland,318.0,False,25,Raw Materials,FIN
Value of Imports,2020,Pulp and waste paper (25),France,537.0,False,25,Raw Materials,FRA
Value of Imports,2020,Pulp and waste paper (25),Greece,,True,25,Raw Materials,GRC
Value of Imports,2020,Pulp and waste paper (25),Croatia,,True,25,Raw Materials,HRV
Value of Imports,2020,Pulp and waste paper (25),Hungary,,True,25,Raw Materials,HUN
Value of Imports,2020,Pulp and waste paper (25),India,0.0,False,25,Raw Materials,IND
Value of Imports,2020,Pulp and waste paper (25),Italy,4.0,False,25,Raw Materials,ITA
Value of Imports,2020,Pulp and waste paper (25),Japan,54.0,False,25,Raw Materials,JPN
Value of Imports,2020,Pulp and waste paper (25),South Korea,,True,25,Raw Materials,KOR
Value of Imports,2020,Pulp and waste paper (25),Lithuania,,True,25,Raw Materials,LTU
Value of Imports,2020,Pulp and waste paper (25),Luxembourg,,True,25,Raw Materials,LUX
Value of Imports,2020,Pulp and waste paper (25),Latvia,,True,25,Raw Materials,LVA
Value of Imports,2020,Pulp and waste paper (25),Malta,,True,25,Raw Materials,MLT
Value of Imports,2020,Pulp and waste paper (25),Mexico,,True,25,Raw Materials,MEX
Value of Imports,2020,Pulp and waste paper (25),Malaysia,,True,25,Raw Materials,MYS
Value of Imports,2020,Pulp and waste paper (25),Netherlands,441.0,False,25,Raw Materials,NLD
Value of Imports,2020,Pulp and waste paper (25),Norway,,True,25,Raw Materials,NOR
Value of Imports,2020,Pulp and waste paper (25),Poland,126.0,False,25,Raw Materials,POL
Value of Imports,2020,Pulp and waste paper (25),Portugal,,True,25,Raw Materials,PRT
Value of Imports,2020,Pulp and waste paper (25),Romania,,True,25,Raw Materials,ROU
Value of Imports,2020,Pulp and waste paper (25),Russia,592.0,False,25,Raw Materials,RUS
Value of Imports,2020,Pulp and waste paper (25),Saudi Arabia,,True,25,Raw Materials,SAU
Value of Imports,2020,Pulp and waste paper (25),Sweden,382.0,False,25,Raw Materials,SWE
Value of Imports,2020,Pulp and waste paper (25),Singapore,,True,25,Raw Materials,SGP
Value of Imports,2020,Pulp and waste paper (25),Slovenia,17.0,False,25,Raw Materials,SVN
Value of Imports,2020,Pulp and waste paper (25),Slovakia,,True,25,Raw Materials,SVK
Value of Imports,2020,Pulp and waste paper (25),Thailand,,True,25,Raw Materials,THA
