Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Spain,52210.0,False,89,Consumer Goods,ESP
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Finland,4281.0,False,89,Consumer Goods,FIN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",France,154637.0,False,89,Consumer Goods,FRA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Greece,2421.0,False,89,Consumer Goods,GRC
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Croatia,962.0,False,89,Consumer Goods,HRV
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Hungary,83676.0,False,89,Consumer Goods,HUN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",India,37185.0,False,89,Consumer Goods,IND
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Italy,62143.0,False,89,Consumer Goods,ITA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Japan,183141.0,False,89,Consumer Goods,JPN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",South Korea,14642.0,False,89,Consumer Goods,KOR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Lithuania,521.0,False,89,Consumer Goods,LTU
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Luxembourg,1946.0,False,89,Consumer Goods,LUX
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Latvia,411.0,False,89,Consumer Goods,LVA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Malta,158.0,False,89,Consumer Goods,MLT
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Mexico,175419.0,False,89,Consumer Goods,MEX
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Malaysia,2320.0,False,89,Consumer Goods,MYS
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Netherlands,1552925.0,False,89,Consumer Goods,NLD
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Norway,5360.0,False,89,Consumer Goods,NOR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Poland,89679.0,False,89,Consumer Goods,POL
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Portugal,4875.0,False,89,Consumer Goods,PRT
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Romania,6135.0,False,89,Consumer Goods,ROU
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Russia,20467.0,False,89,Consumer Goods,RUS
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Saudi Arabia,8918.0,False,89,Consumer Goods,SAU
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Sweden,37511.0,False,89,Consumer Goods,SWE
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Singapore,66799.0,False,89,Consumer Goods,SGP
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Slovenia,1201.0,False,89,Consumer Goods,SVN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Slovakia,8996.0,False,89,Consumer Goods,SVK
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Thailand,9979.0,False,89,Consumer Goods,THA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Turkey,17359.0,False,89,Consumer Goods,TUR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Taiwan,2815.0,False,89,Consumer Goods,TWN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",USA,2265516.0,False,89,Consumer Goods,USA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Great Britain,513236.0,False,89,Consumer Goods,GBR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Northern Ireland,83158.0,False,89,Consumer Goods,GBR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",South Africa,7372.0,False,89,Consumer Goods,ZAF
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",EU country not specified,,True,89,Consumer Goods,EUU
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Other countries,86903.0,False,89,Consumer Goods,OTH
Value of Exports,2016,Commodities and transactions n.e.s. (9),Austria,293.0,False,99,Unclassified,AUT
Value of Exports,2016,Commodities and transactions n.e.s. (9),Australia,858.0,False,99,Unclassified,AUS
Value of Exports,2016,Commodities and transactions n.e.s. (9),Belgium,649.0,False,99,Unclassified,BEL
Value of Exports,2016,Commodities and transactions n.e.s. (9),Bulgaria,91.0,False,99,Unclassified,BGR
Value of Exports,2016,Commodities and transactions n.e.s. (9),Brazil,71.0,False,99,Unclassified,BRA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Canada,1975.0,False,99,Unclassified,CAN
Value of Exports,2016,Commodities and transactions n.e.s. (9),Switzerland,1987.0,False,99,Unclassified,CHE
Value of Exports,2016,Commodities and transactions n.e.s. (9),China,152.0,False,99,Unclassified,CHN
Value of Exports,2016,Commodities and transactions n.e.s. (9),Cyprus,177.0,False,99,Unclassified,CYP
Value of Exports,2016,Commodities and transactions n.e.s. (9),Czech Republic,333.0,False,99,Unclassified,CZE
Value of Exports,2016,Commodities and transactions n.e.s. (9),Germany,12112.0,False,99,Unclassified,DEU
Value of Exports,2016,Commodities and transactions n.e.s. (9),Denmark,533.0,False,99,Unclassified,DNK
Value of Exports,2016,Commodities and transactions n.e.s. (9),Estonia,58.0,False,99,Unclassified,EST
Value of Exports,2016,Commodities and transactions n.e.s. (9),Spain,1251.0,False,99,Unclassified,ESP
Value of Exports,2016,Commodities and transactions n.e.s. (9),Finland,305.0,False,99,Unclassified,FIN
Value of Exports,2016,Commodities and transactions n.e.s. (9),France,3644.0,False,99,Unclassified,FRA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Greece,166.0,False,99,Unclassified,GRC
Value of Exports,2016,Commodities and transactions n.e.s. (9),Croatia,45.0,False,99,Unclassified,HRV
Value of Exports,2016,Commodities and transactions n.e.s. (9),Hungary,182.0,False,99,Unclassified,HUN
Value of Exports,2016,Commodities and transactions n.e.s. (9),India,72.0,False,99,Unclassified,IND
Value of Exports,2016,Commodities and transactions n.e.s. (9),Italy,1020.0,False,99,Unclassified,ITA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Japan,42.0,False,99,Unclassified,JPN
Value of Exports,2016,Commodities and transactions n.e.s. (9),South Korea,17.0,False,99,Unclassified,KOR
Value of Exports,2016,Commodities and transactions n.e.s. (9),Lithuania,75.0,False,99,Unclassified,LTU
Value of Exports,2016,Commodities and transactions n.e.s. (9),Luxembourg,45.0,False,99,Unclassified,LUX
Value of Exports,2016,Commodities and transactions n.e.s. (9),Latvia,70.0,False,99,Unclassified,LVA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Malta,111.0,False,99,Unclassified,MLT
Value of Exports,2016,Commodities and transactions n.e.s. (9),Mexico,21.0,False,99,Unclassified,MEX
Value of Exports,2016,Commodities and transactions n.e.s. (9),Malaysia,293.0,False,99,Unclassified,MYS
Value of Exports,2016,Commodities and transactions n.e.s. (9),Netherlands,2668.0,False,99,Unclassified,NLD
Value of Exports,2016,Commodities and transactions n.e.s. (9),Norway,53.0,False,99,Unclassified,NOR
Value of Exports,2016,Commodities and transactions n.e.s. (9),Poland,629.0,False,99,Unclassified,POL
Value of Exports,2016,Commodities and transactions n.e.s. (9),Portugal,253.0,False,99,Unclassified,PRT
Value of Exports,2016,Commodities and transactions n.e.s. (9),Romania,225.0,False,99,Unclassified,ROU
Value of Exports,2016,Commodities and transactions n.e.s. (9),Russia,9.0,False,99,Unclassified,RUS
Value of Exports,2016,Commodities and transactions n.e.s. (9),Saudi Arabia,208.0,False,99,Unclassified,SAU
Value of Exports,2016,Commodities and transactions n.e.s. (9),Sweden,564.0,False,99,Unclassified,SWE
Value of Exports,2016,Commodities and transactions n.e.s. (9),Singapore,366.0,False,99,Unclassified,SGP
Value of Exports,2016,Commodities and transactions n.e.s. (9),Slovenia,62.0,False,99,Unclassified,SVN
Value of Exports,2016,Commodities and transactions n.e.s. (9),Slovakia,56.0,False,99,Unclassified,SVK
Value of Exports,2016,Commodities and transactions n.e.s. (9),Thailand,19.0,False,99,Unclassified,THA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Turkey,43.0,False,99,Unclassified,TUR
Value of Exports,2016,Commodities and transactions n.e.s. (9),Taiwan,,True,99,Unclassified,TWN
Value of Exports,2016,Commodities and transactions n.e.s. (9),USA,58968.0,False,99,Unclassified,USA
Value of Exports,2016,Commodities and transactions n.e.s. (9),Great Britain,26537.0,False,99,Unclassified,GBR
Value of Exports,2016,Commodities and transactions n.e.s. (9),Northern Ireland,33095.0,False,99,Unclassified,GBR
Value of Exports,2016,Commodities and transactions n.e.s. (9),South Africa,433.0,False,99,Unclassified,ZAF
Value of Exports,2016,Commodities and transactions n.e.s. (9),EU country not specified,23674.0,False,99,Unclassified,EUU
Value of Exports,2016,Commodities and transactions n.e.s. (9),Other countries,161958.0,False,99,Unclassified,OTH
Value of Exports,2016,Unclassified estimates,Austria,1655.0,False,99,Unclassified,AUT
Value of Exports,2016,Unclassified estimates,Australia,,True,99,Unclassified,AUS
Value of Exports,2016,Unclassified estimates,Belgium,8985.0,False,99,Unclassified,BEL
Value of Exports,2016,Unclassified estimates,Bulgaria,55.0,False,99,Unclassified,BGR
Value of Exports,2016,Unclassified estimates,Brazil,,True,99,Unclassified,BRA
Value of Exports,2016,Unclassified estimates,Canada,,True,99,Unclassified,CAN
Value of Exports,2016,Unclassified estimates,Switzerland,,True,99,Unclassified,CHE
Value of Exports,2016,Unclassified estimates,China,,True,99,Unclassified,CHN
Value of Exports,2016,Unclassified estimates,Cyprus,1078.0,False,99,Unclassified,CYP
Value of Exports,2016,Unclassified estimates,Czech Republic,1422.0,False,99,Unclassified,CZE
Value of Exports,2016,Unclassified estimates,Germany,33306.0,False,99,Unclassified,DEU
Value of Exports,2016,Unclassified estimates,Denmark,3011.0,False,99,Unclassified,DNK
Value of Exports,2016,Unclassified estimates,Estonia,484.0,False,99,Unclassified,EST
Value of Exports,2016,Unclassified estimates,Spain,14989.0,False,99,Unclassified,ESP
Value of Exports,2016,Unclassified estimates,Finland,511.0,False,99,Unclassified,FIN
Value of Exports,2016,Unclassified estimates,France,22089.0,False,99,Unclassified,FRA
Value of Exports,2016,Unclassified estimates,Greece,984.0,False,99,Unclassified,GRC
Value of Exports,2016,Unclassified estimates,Croatia,84.0,False,99,Unclassified,HRV
Value of Exports,2016,Unclassified estimates,Hungary,1707.0,False,99,Unclassified,HUN
Value of Exports,2016,Unclassified estimates,India,,True,99,Unclassified,IND
Value of Exports,2016,Unclassified estimates,Italy,8214.0,False,99,Unclassified,ITA
Value of Exports,2016,Unclassified estimates,Japan,,True,99,Unclassified,JPN
Value of Exports,2016,Unclassified estimates,South Korea,,True,99,Unclassified,KOR
Value of Exports,2016,Unclassified estimates,Lithuania,314.0,False,99,Unclassified,LTU
Value of Exports,2016,Unclassified estimates,Luxembourg,53.0,False,99,Unclassified,LUX
Value of Exports,2016,Unclassified estimates,Latvia,,True,99,Unclassified,LVA
Value of Exports,2016,Unclassified estimates,Malta,977.0,False,99,Unclassified,MLT
Value of Exports,2016,Unclassified estimates,Mexico,,True,99,Unclassified,MEX
Value of Exports,2016,Unclassified estimates,Malaysia,,True,99,Unclassified,MYS
Value of Exports,2016,Unclassified estimates,Netherlands,21762.0,False,99,Unclassified,NLD
Value of Exports,2016,Unclassified estimates,Norway,,True,99,Unclassified,NOR
Value of Exports,2016,Unclassified estimates,Poland,6889.0,False,99,Unclassified,POL
Value of Exports,2016,Unclassified estimates,Portugal,1384.0,False,99,Unclassified,PRT
Value of Exports,2016,Unclassified estimates,Romania,1309.0,False,99,Unclassified,ROU
Value of Exports,2016,Unclassified estimates,Russia,,True,99,Unclassified,RUS
Value of Exports,2016,Unclassified estimates,Saudi Arabia,,True,99,Unclassified,SAU
Value of Exports,2016,Unclassified estimates,Sweden,4488.0,False,99,Unclassified,SWE
Value of Exports,2016,Unclassified estimates,Singapore,,True,99,Unclassified,SGP
Value of Exports,2016,Unclassified estimates,Slovenia,229.0,False,99,Unclassified,SVN
Value of Exports,2016,Unclassified estimates,Slovakia,1255.0,False,99,Unclassified,SVK
Value of Exports,2016,Unclassified estimates,Thailand,,True,99,Unclassified,THA
Value of Exports,2016,Unclassified estimates,Turkey,,True,99,Unclassified,TUR
Value of Exports,2016,Unclassified estimates,Taiwan,,True,99,Unclassified,TWN
Value of Exports,2016,Unclassified estimates,USA,,True,99,Unclassified,USA
Value of Exports,2016,Unclassified estimates,Great Britain,343729.0,False,99,Unclassified,GBR
Value of Exports,2016,Unclassified estimates,Northern Ireland,150626.0,False,99,Unclassified,GBR
Value of Exports,2016,Unclassified estimates,South Africa,,True,99,Unclassified,ZAF
Value of Exports,2016,Unclassified estimates,EU country not specified,813.0,False,99,Unclassified,EUU
Value of Exports,2016,Unclassified estimates,Other countries,,True,99,Unclassified,OTH
Value of Exports,2017,Live animals except fish etc. (00),Austria,332.0,False,0,Food and Beverages,AUT
Value of Exports,2017,Live animals except fish etc. (00),Australia,27525.0,False,0,Food and Beverages,AUS
Value of Exports,2017,Live animals except fish etc. (00),Belgium,1079.0,False,0,Food and Beverages,BEL
Value of Exports,2017,Live animals except fish etc. (00),Bulgaria,384.0,False,0,Food and Beverages,BGR
Value of Exports,2017,Live animals except fish etc. (00),Brazil,2.0,False,0,Food and Beverages,BRA
Value of Exports,2017,Live animals except fish etc. (00),Canada,26.0,False,0,Food and Beverages,CAN
Value of Exports,2017,Live animals except fish etc. (00),Switzerland,296.0,False,0,Food and Beverages,CHE
Value of Exports,2017,Live animals except fish etc. (00),China,781.0,False,0,Food and Beverages,CHN
Value of Exports,2017,Live animals except fish etc. (00),Cyprus,,True,0,Food and Beverages,CYP
Value of Exports,2017,Live animals except fish etc. (00),Czech Republic,138.0,False,0,Food and Beverages,CZE
Value of Exports,2017,Live animals except fish etc. (00),Germany,1409.0,False,0,Food and Beverages,DEU
Value of Exports,2017,Live animals except fish etc. (00),Denmark,346.0,False,0,Food and Beverages,DNK
Value of Exports,2017,Live animals except fish etc. (00),Estonia,,True,0,Food and Beverages,EST
Value of Exports,2017,Live animals except fish etc. (00),Spain,14014.0,False,0,Food and Beverages,ESP
Value of Exports,2017,Live animals except fish etc. (00),Finland,,True,0,Food and Beverages,FIN
